country_iso,mobile_subscriptions,gii_ict_services_imports,diversity_linguisticFractionalization,diversity_religiousFractionalization,creative_svc_audiovisual,creative_svc_other_personal_cultural_recreational,creative_svc_advertising_mktresearch_polling,creative_svc_architectural_engineering_technical,creative_svc_research,school_enrollment_tertiary,gii_creative_services,population,secure_internet_servers,gii_patent_applications,feature_films_produced,cultural_occupation,gii_creative_goods,foreign_investment,total_hospital_density_per_100k,gdp_per_capta_usd
RUS,44.46396011393617,1.5,0.2485,0.4398,0.5329384791,0.2933644708,5.9255975862,5.9016884506,1.209039142,57.059443582340414,1.0,139739027.33898306,1168.9649686261937,5.8,124.28571428571429,1.56,0.3,1.7803411613333338,1.09,11701.073551666666
RWA,13.348323636021279,0.6,0.0,0.5066,0.12191241475,0.062523377,0.019435698,0.13015013550000004,0.026635974333333336,2.726859459378379,0.0,6633859.93220339,9.880185031112537,0.1,25.0,0.885,0.2,1.158748084714286,1.09,736.360635
SAS,27.602884903172413,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,9.132573889367343,0.4,1141878413.3728814,39.47146488785297,0.9,25.0,0.885,0.4,0.7074535365714286,1.09,6569.8270225
SAU,74.15820821127586,1.4,0.0949,0.127,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,22.013813552638297,0.0,15996597.525423728,80.03357941116961,0.7,25.0,0.885,0.4,1.1296526326938776,1.04,22306.458481666665
SDN,15.696235483574469,1.1,0.7190000000000001,0.4307,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,12.951865302117646,0.4,21355997.372881357,1.1021464903035796,0.9,25.0,0.885,0.4,1.5913990232291668,1.35,2164.036328333333
SEN,22.004418262744675,2.6,0.7081,0.1497,0.028714313,0.027820516500000003,0.33627825524999994,1.29678962,0.7565329588680556,5.773582060517241,0.9,8008710.322033898,5.408768652366421,0.4,3.2857142857142856,0.885,0.1,1.0834044284285713,0.16,1357.9084416666667
SGP,57.88203733944186,2.7,0.3835,0.6561,0.22882860283333334,0.26841625963750004,0.6980959218888888,2.1242898593333335,0.3745031349,58.404806595000004,1.9,3314596.1016949154,19389.120907891658,3.0,16.571428571428573,0.885,4.4,13.072850658591838,0.5,58630.08058666667
SLB,11.817426343638298,1.1,0.5254,0.6708,0.22882860283333334,2.7868830013333334,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,329030.10169491527,23.793274159601257,0.9,25.0,0.885,0.4,3.554777762770833,1.09,2019.751643333333
SLE,12.278938909232558,1.1,0.7634,0.5395,0.22882860283333334,0.26841625963750004,0.1064251685,1.29678962,0.7565329588680556,1.0399063165789475,0.4,4312898.644067797,1.062085746174311,0.9,25.0,0.885,0.4,2.4994085325918363,1.09,590.5698349999999
SLV,38.83508129553191,0.6,0.0,0.3559,0.018355191,0.008893607666666666,0.07619496855555556,1.29678962,0.7565329588680556,18.909137797424997,0.0,4990382.644067797,40.3893361178951,0.1,25.0,0.06,0.7,1.4509616636382976,0.47,3760.792415
SMR,59.92608526555556,1.1,0.0,0.1975,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,53.04174500000001,0.4,24436.84745762712,10533.071784274372,0.9,25.0,0.885,0.4,-0.05592775116666668,3.18,50509.397638
SOM,7.314552680957446,1.1,0.0326,0.0028,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,0.8185980142,0.4,7454398.542372881,3.578943785195879,0.9,25.0,0.885,0.4,1.807889631074074,1.09,286.61686499999996
SRB,95.07782872466667,2.1,0.0,0.0,0.22882860283333334,3.4467008587500003,4.83758198225,2.75917869675,1.239335085,50.78822611111112,1.4,7405198.827586207,1515.8557007789213,1.7,31.428571428571427,1.355,0.7,6.366442573166666,1.09,6369.136283333333
SSA,24.709221089499998,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,4.483315105775511,0.4,546173480.9322034,156.81355077349306,0.9,25.0,0.885,0.4,1.4921378800000002,1.09,6569.8270225
SSD,24.73702274,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,5829664.322033898,0.41056200806343823,0.9,43.0,0.885,0.4,-0.7363875682500001,1.09,994.24352
SSF,24.714135815766667,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,4.482911424265307,0.4,546243386.5254238,161.3833006483684,0.9,25.0,0.885,0.4,1.498726462346939,1.09,6569.8270225
SST,43.33694549584849,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,10.031545119877551,0.4,25321401.491525423,1005.5286197179541,0.9,25.0,0.885,0.4,5.6904036827346935,1.09,6569.8270225
STP,16.566595526127664,1.1,0.2322,0.1866,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,7.930176,0.4,121656.30508474576,17.40634668586542,0.9,25.0,0.885,0.4,12.07240421811111,1.09,1746.327665
SUR,37.62576282070212,1.1,0.331,0.7909999999999999,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,8.348958230727273,0.4,422223.0508474576,99.97086489689326,0.9,25.0,0.885,0.4,-3.3894742976326544,0.37,7395.3767266666655
SVK,39.58522381995745,1.0,0.2551,0.5655,0.14756538277777778,2.1956455837777775,0.9880271307142857,1.29678962,0.7966257791428571,38.82055877320001,0.4,5050328.135593221,2901.186462329842,1.2,22.571428571428573,0.9,8.5,3.575556397461539,1.54,17779.014213333332
SVN,41.17492243331915,1.5,0.2201,0.2868,0.24220280522222223,0.5526196075555556,4.22035463,1.4826673104444446,0.8827759872222223,51.608128627027035,0.9,1904776.1016949152,7234.500609575402,10.2,16.428571428571427,0.885,1.0,1.8096418713703704,1.25,23290.26841
SWE,49.93335510370213,3.3,0.1968,0.2342,0.33098054877777777,0.2877166583333333,1.6846908905555555,2.991041102777778,5.338854583111111,48.40097776744682,1.1,8613226.830508474,5974.614774749546,11.2,54.714285714285715,1.685,1.8,2.602446790673469,1.09,54900.80595666667
SWZ,19.160308760108695,1.1,0.33294999999999997,0.46099999999999997,0.4961782818571429,0.07405568900000001,1.529908436,4.9704522565,2.744745484625,3.773824123172414,0.4,761038.4576271187,21.749848126955573,0.9,25.0,0.885,0.4,3.3616194824255308,1.09,3890.64321
SXM,195.941138,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,6.117533333333333,0.4,34432.857142857145,411.526977161594,0.9,25.0,0.12,0.4,2.1161067391836736,1.09,6569.8270225
SYC,45.322474483744685,1.1,0.1606,0.2323,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,10.376597499999999,0.4,69905.59322033898,50289.41365296664,0.9,25.0,0.885,0.4,9.37377156387755,1.08,15234.463431666669
SYR,17.903455872170216,1.1,0.1817,0.431,0.22882860283333334,1.6755910971428574,0.690170558,1.29678962,0.7565329588680556,18.68676135945,0.4,12364459.79661017,5.082743142910683,0.9,5.0,0.885,0.4,0.5615277972972974,1.09,6569.8270225
TCA,7.5115981825,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,16340.77966101695,615.7767590663786,0.9,25.0,0.885,0.4,-1.6183382233999999,1.09,24754.819998333332
TCD,8.030462051404253,1.1,0.8635,0.6411,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,1.0346486957391305,0.4,7046751.220338983,0.2634037521379877,0.9,25.0,0.885,0.4,3.7372944273673467,0.65,810.2831616666666
TEA,33.77993490982857,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,12.747818114061225,0.4,1521102164.457627,146.87878992067994,0.9,25.0,0.885,0.4,2.4487190422,1.09,6569.8270225
TEC,51.67113377478789,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,41.710270994489804,0.4,403526610.0677966,1367.668554858275,0.9,25.0,0.885,0.4,1.5422587799333336,1.09,6569.8270225
TGO,14.235697662042552,0.8,0.898,0.6596,0.22882860283333334,0.0060180645,0.036800129625,0.0200817695,0.0221627938,4.440946107388889,1.5,3988271.9491525423,2.5590055779758543,0.2,15.8,0.52,0.0,1.9942049487346936,0.6,618.4610133333333
THA,38.7710558943617,0.2,0.6344,0.0994,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,26.652165320900004,0.0,52663695.40677966,210.6729694106012,0.8,80.0,0.865,8.7,1.9373270982653066,1.84,6298.4265116666675
TJK,20.446305452282605,0.2,0.5473,0.3386,0.22882860283333334,0.26841625963750004,0.690170558,0.717694626888889,0.7565329588680556,22.10412142344828,0.0,5121439.423728813,7.124793245287577,0.1,9.0,0.885,0.4,3.5591637021111104,4.68,919.44599
TKM,23.05671661554348,1.1,0.3984,0.2327,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,15.759560052857141,0.4,3620462.9491525423,1.8511487132413071,0.9,25.0,0.885,0.4,6.767546098296295,1.09,6940.413511666666
TLA,46.79528197787097,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,23.732888648285716,0.4,417964733.5084746,322.3852586876376,0.9,25.0,0.885,0.4,1.9534232523673467,1.09,6569.8270225
TLS,51.18803112882353,1.1,0.5261,0.4254,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,14.383066666666664,0.4,786057.186440678,8.332551833096929,0.9,25.0,0.885,0.4,0.7800412747333334,1.09,2834.088411666667
TMN,35.510226453875006,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,18.333795766571434,0.4,222337817.54237288,41.678945541786575,0.9,25.0,0.885,0.4,1.0339143029183673,1.09,6569.8270225
TON,18.78471024370213,1.1,0.3782,0.6214,0.3049836771666667,1.9789204172857142,0.690170558,1.29678962,0.7565329588680556,4.393404527818182,0.4,92137.1186440678,82.82605522347689,0.9,25.0,0.885,0.4,1.142147874659091,3.8,4281.798978333333
TSA,27.602884903172413,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,9.132573889367343,0.4,1141878413.3728814,39.47146488785297,0.9,25.0,0.885,0.4,0.7074535365714286,1.09,6569.8270225
TSS,24.714135815766667,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,4.482911424265307,0.4,546243386.5254238,161.3833006483684,0.9,25.0,0.885,0.4,1.498726462346939,1.09,6569.8270225
TTO,43.14954495297872,0.5,0.1251,0.7936,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,5.278166443857143,0.0,1157255.9830508474,184.27215912538566,0.1,25.0,0.885,0.1,4.379827206204081,1.09,17872.472503333334
TUN,34.2707466468,0.4,0.0124,0.0104,0.22882860283333334,0.14111698144444446,0.690170558,1.29678962,0.7565329588680556,16.369467403382977,0.0,7867802.372881356,78.06247417111659,1.2,9.5,0.885,2.0,2.2633742599795923,2.33,3837.9138400000006
TUR,30.900593813319144,0.2,0.2216,0.0049,0.0,3.711113056777778,0.690170558,1.29678962,0.7565329588680556,11.262338927428575,0.5,53060628.93220339,1149.233555032266,4.2,106.42857142857143,1.005,2.9,0.7985968042448982,1.55,11032.619356666668
TUV,8.574706336777776,1.1,0.1372,0.2524,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,8287.35593220339,86.8960722975322,0.9,25.0,0.885,0.4,1.171916743722222,0.02,3430.085576666667
TWN,31.169246283657937,1.1,0.5028,0.6845,0.18420280233333336,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,7005570.322033898,156.81355077349306,0.9,25.0,0.885,0.4,2.1161067391836736,1.09,6569.8270225
TZA,15.115219586382977,0.3,0.8983,0.6334,0.22882860283333334,0.11564901022222222,0.690170558,1.29678962,0.7565329588680556,0.803485406054054,0.0,27254373.66101695,7.218677884160408,0.0,25.0,0.885,0.1,2.484131865903225,1.09,995.0723833333333
UGA,12.04160114348936,0.6,0.9227,0.6332,0.025603317200000003,0.220130223,0.690170558,1.29678962,0.7565329588680556,1.8825867523513515,0.1,19313552.91525424,6.0226140133292905,0.2,25.0,0.16,0.5,1.8939819161224496,0.4,670.1529850000001
UKR,37.735171562957454,0.9,0.4741,0.6157,0.17548539800000001,0.26841625963750004,1.2548537223333331,1.6528375698333335,2.010744713,56.687112197058816,0.4,48090051.50847457,1358.4810282635053,6.2,10.142857142857142,0.885,0.2,2.892815113333333,1.09,2863.7696216666664
UMC,39.31645757545455,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,19.221735893979595,0.4,1982235971.5084746,346.83047443902956,0.9,25.0,0.885,0.4,1.7824939594693878,1.09,6569.8270225
URY,39.52952418385107,2.5,0.0817,0.3548,0.22882860283333334,0.053081644888888876,0.690170558,1.29678962,0.7565329588680556,36.73925049533334,1.6,3070945.2372881356,402.7576438578557,0.3,11.2,0.12,0.1,2.083388299265306,3.93,16420.295071666664
USA,40.42223851127273,1.5,0.5647,0.8241,0.22882860283333334,0.11550429255555555,0.6004910693333334,1.036430497,3.270666920777778,70.73433587043478,2.5,252530271.7457627,14737.737603381589,15.1,703.2857142857143,0.885,3.3,1.1554958485714288,1.09,57569.41442666666
UZB,17.159916812382978,1.1,0.412,0.2133,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,11.947811602307693,0.4,19989731.898305085,62.38823488884475,0.9,66.0,0.885,0.4,1.2761492432222223,1.09,2156.9435949999997
VAT,31.169246283657937,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,7005570.322033898,156.81355077349306,0.9,25.0,0.885,0.4,2.1161067391836736,1.09,6569.8270225
VCT,35.11350194123913,1.1,0.0175,0.7028,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,10.417211472857144,0.4,101507.42372881356,98.66449288029733,0.9,25.0,0.885,0.4,10.121380502609757,0.0,6969.11761
VEN,30.35889554495745,1.1,0.0686,0.135,0.2931249591,0.0608602718888889,0.690170558,3.29722517,0.7565329588680556,27.008597505962964,0.4,19332284.08474576,88.40288372061426,0.9,19.714285714285715,0.885,0.4,0.9871808809777778,1.09,14255.601480000001
VGB,64.91985804293103,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,54.847181145,0.4,17189.525423728814,86030.25758539277,0.9,25.0,0.885,0.4,2.1161067391836736,1.09,6569.8270225
VIR,12.72477605357143,1.1,0.314,0.6359,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,91993.55932203389,662.4459780295133,0.9,25.0,0.885,0.4,2.1161067391836736,1.09,35011.790178
VNM,32.67018231114894,0.0,0.2377,0.508,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,11.12411355011765,0.4,65401979.18644068,386.57060158751455,0.9,75.0,0.385,5.9,5.082501355235294,1.09,2187.282045
VUT,15.215791968170212,1.1,0.5794,0.7044,0.22882860283333334,0.045461601250000004,0.690170558,1.29678962,0.7565329588680556,4.283753349666666,0.4,154269.22033898305,124.20871468523166,0.9,25.0,0.885,0.4,7.24358738125,2.37,2962.434645
WLD,31.166842323230767,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,19.296458767918363,0.4,5219783016.677966,1456.2713721333732,0.9,25.0,0.885,0.4,1.6956899846734692,1.09,6569.8270225
WSM,12.103250848046512,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.8718560073333333,0.690170558,1.29678962,0.7565329588680556,4.173592701272728,0.4,161817.35593220338,154.40626244683662,0.9,25.0,0.885,0.4,1.6330909724864864,4.2,4217.981663333333
XKX,32.30209935,1.1,0.33294999999999997,0.46099999999999997,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,16.816667416959184,0.4,1591964.559322034,156.81355077349306,0.9,25.0,0.885,0.4,6.011548048933333,1.09,6569.8270225
YEM,13.632877575446809,0.4,0.008,0.0023,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,9.632555397615386,0.4,13480010.627118643,1.4836757661806765,0.2,25.0,0.885,0.0,0.9272922272413795,2.97,1322.945523333333
ZAF,39.606972557680855,1.2,0.8652,0.8603,0.22882860283333334,0.388590561,0.690170558,1.29678962,0.7565329588680556,14.564420048857142,0.2,36246623.118644066,2591.945676254444,0.9,23.142857142857142,0.885,0.8,0.8290393246326531,0.67,6127.058953333333
ZMB,15.640328989425532,0.7,0.8734,0.7359,0.22882860283333334,5.303696597,0.690170558,1.29678962,0.7565329588680556,1.9344915131000004,0.3,8458259.54237288,12.048392858773159,0.2,25.0,0.885,0.0,3.5396399531836735,0.45,1554.9163383333332
ZWE,18.5786513152766,0.9,0.4472,0.7363,0.22882860283333334,0.26841625963750004,0.690170558,1.29678962,0.7565329588680556,3.35323761944,0.2,9313290.711864406,13.383115390700652,0.2,25.0,0.885,0.3,0.8666115591836735,0.52,1587.3257733333332
